序号,行政区划代码,模板填写行政区划名称,单位名称,组织机构编码,法人代表,联系人,联系电话,单位地址,单位类型,经济类型,所属行业,产业类别,自主创业情况,就业总人数,需求人数
1391,4311030105,冷水滩区梅湾街道翠竹园社区,永州市方达建设有限公司,763291387,周芳龙,,8367788,梅湾路,企业,股份合作,建筑,第二产业,,55,2
2809,4311030304,冷水滩区梧桐街道紫荆路社区,永州市凤凰园经济开发区管理委员会,006578954,周立夫,周立夫,8223430,湘跃路,机关,其他,公共管理社会组织,第三产业,其他,56,56
1057,4311030105,冷水滩区梅湾街道翠竹园社区,永州市审计局,006586372,龚跃林,,8322685,翠竹路,机关,国有全资,公共管理社会组织,第三产业,,56,56
1402,4311030105,冷水滩区梅湾街道翠竹园社区,永州市一卡通智能科技有限公司,553018753,邹云龙,,13874760499,逸云路,企业,股份合作,其他,第三产业,,56,1
1847,4311030101,冷水滩区梅湾街道三多亭社区,湖南雁星建筑工程有限公司永州分公司,578642069,唐庆民,,13037468011,百业街,企业,股份合作,建筑,第二产业,,56,56
929,4311030104,冷水滩区梅湾街道清桥路社区,永州市云湖实业有限公司嘉龙大酒店,680327989,雷爱香,,8336063,清桥路,企业,股份合作,住宿餐饮,第三产业,,56,20
634,4311030106,冷水滩区梅湾街道梅湾路社区,永州市广播电视开发有限公司,753380992,蒋三秋,,8323300,双州路,企业,股份合作,文化体育娱乐,第三产业,,56,56
1962,431103210401,永州市凤凰街道湖塘路社区,永州市双园建材有限责任公司,758026343,刘冬奇,刘冬奇,8629759,桃源路,企业,私营股份有限（公司）,制造,第二产业,,56,56
455,4311030204,冷水滩区菱角山街道文昌阁社区,湖南林业机电安装有限责任公司,768041125,宾早尤,宾早尤,8476999,春江路,企业,私营股份有限（公司）,制造,第三产业,失业人员自主创业,56,3
1452,4311030101,冷水滩区梅湾街道三多亭社区,永州湘盛物业管理有限公司,670755533,杨玲德,,8328888,湘永路,企业,股份合作,居民服务其它服务业,第三产业,,57,2
2851,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市预防医学会,680332614,杨美兆,杨美兆,7468213995,永州市冷水滩区珊瑚路,事业单位,国有全资,卫生社会保障公共设施管理,第三产业,其他,57,57
1411,4311030101,冷水滩区梅湾街道三多亭社区,永州艺佳彩色印刷包装有限公司,788028403,张文勇,,13607463925,湘永路,企业,股份合作,其他,第三产业,,57,2
3223,431103003004,永州市肖家园街道通化街,湖南零陵金属材料股份有限公司,18832586-9,王建铭,许跃升,13707460181,逸云路社区居委会,企业,国有全资,批发零售,第三产业,,57,57
588,4311030106,冷水滩区梅湾街道梅湾路社区,中共永州市委办公室,006579201,颜海林,,8358067,湘永路58号,机关,国有全资,居民服务其它服务业,第三产业,,58,58
2375,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区人力资源和社会保障局,064219458,彭泽民,彭泽民,8219705,梧桐路579号,事业单位,国有全资,居民服务其它服务业,第三产业,其他,58,58
1312,4311030105,冷水滩区梅湾街道翠竹园社区,永州市冷水滩龙庭装饰设计有限公司,554913231,龙益华,,18975778077,育才路,企业,股份合作,居民服务其它服务业,第三产业,,58,1
568,4311030106,冷水滩区梅湾街道梅湾路社区,永州市文化市场综合执法局,595461323,李长文,,8365533,双交巷,事业单位,国有全资,公共管理社会组织,第三产业,,58,58
2850,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市华银通信器材有限公司,597584239,丁迎春,丁迎春,13407468768,永州市冷水滩区警民路96号,其他,其他,信息、计算机,第三产业,其他,58,58
4745,4311030931,永州市冷水滩区上岭桥镇刺木冲,永州市冷水滩区建新耐火材料有限公司,7607330390,肖邦建,,8687268,,企业,,,,,58,2
2690,431103005004,冷水滩区梧桐梧桐,永州市公安局冷水滩分局看守所,RN4791591,彭正林,彭正林,8413969,冷水滩区梧桐路,机关,国有全资,居民服务其它服务业,第三产业,其他,58,58
2703,431103030301,冷水滩区梧桐街道白竹路社区,恒信手套厂,RN904574X,申君,申君,18974683788,凤凰新村,企业,私营股份有限（公司）,制造,第二产业,,58,58
419,4311030204,冷水滩区菱角山街道文昌阁社区,湖南永州下河国家粮食储备库,707423648,陶晓华,陶晓华,8464531,下河粮库内,企业,国有全资,交通运输仓储邮电通信,第三产业,其他,59,0
2501,431103007002,永州市工业园区长冲居委会,永州市凤凰园公共绿化管理所,743191848,张栋盛,张栋盛,13762985328,新火车站北面,事业单位,其他,国际组织,其它,其他,59,59
2695,431103030301,冷水滩区梧桐街道白竹路社区,永州市气象局,44774817—0,鲁金舟,曾文卓,8379307,珊瑚883号,事业单位,国有全资,其他,第三产业,,59,59
2564,431103112701,冷水滩区伊塘镇紫竹街居委会紫竹街居委会,永州市冷水滩区伊塘镇中学,44779568X,唐永林,,8681531,紫竹街居委会,其他,其他,其他,其它,其他,59,59
1586,4311030101,冷水滩区梅湾街道三多亭社区,永州市质量技术监督局,006578129,高守凯,,8320503,吴家庙路,机关,国有全资,公共管理社会组织,第三产业,,60,60
468,4311030204,冷水滩区菱角山街道文昌阁社区,永州下河粮库物流有限公司,675597650,冯国庆,冯国庆,8467546,面粉厂,企业,国有全资,交通运输仓储邮电通信,第三产业,失业人员自主创业,60,0
2807,4311030304,冷水滩区梧桐街道紫荆路社区,永州国际酒店有限责任公司,768044123,王天明,王天明,8221896,湘跃路88号,企业,私营股份有限（公司）,住宿餐饮,第三产业,其他,60,60
4726,4311030931,永州市冷水滩区上岭桥镇堰井,冷水滩区上岭桥镇中学,4477956476,李绍涛,,13787646555,,事业单位,,,,,60,2
1224,4311032103,永州市凤凰工业村,永华服饰有限公司,431100000028853,唐庆旺,唐庆旺,13574671380,凤凰路1768号,企业,私营股份有限（公司）,制造,第三产业,其他,60,60
4750,4311030931,永州市冷水滩区上岭桥镇瓦子塘,永州冷水滩混凝土公司,RN48527347,蒋建明,,13574699999,,企业,,,,,60,2
2371,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区教育局,006591518,朱昌峰,朱昌峰,8219393,梧桐路579号,事业单位,国有全资,居民服务其它服务业,第三产业,其他,61,61
440,4311030204,冷水滩区菱角山街道文昌阁社区,永州市冷水滩舜德小学,584906526,邓春艳,邓春艳,8537998,清泉路,事业单位,国有全资,教育,第三产业,失业人员自主创业,61,0
926,4311030104,冷水滩区梅湾街道清桥路社区,湖南世纪联华超市有限公司,696226189,欧梨,,8336088,清桥路,企业,股份合作,批发零售,第三产业,,61,3
2321,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区委区政府机关事务局,G02901984,黄骥,黄骥,8219977,梧桐路579号,机关,国有全资,居民服务其它服务业,第三产业,其他,61,61
1549,4311030101,冷水滩区梅湾街道三多亭社区,永州市天地缘水电有限责任公司,591000992,赵刚,,18707423312,湘永路,企业,股份合作,电力、煤气及水,第二产业,,62,62
1859,4311030101,冷水滩区梅湾街道三多亭社区,永州市九九文化传媒有限公司,661675494,周炜,,8325199,百业街,企业,股份合作,居民服务其它服务业,第三产业,,62,62
1444,4311030101,冷水滩区梅湾街道三多亭社区,湖南省第四工程有限公司永州分公司,673572644,徐文,,18975770499,湘永路,企业,股份合作,建筑,第二产业,,62,2
1456,4311030101,冷水滩区梅湾街道三多亭社区,永州市建都超市有限责任公司河东店,RN9041028,曹建清,,8325852,湘永路,企业,股份合作,批发零售,第三产业,,62,3
1975,431103210401,永州市凤凰街道湖塘路社区,永州市鑫盈建材有限公司,750611097,蒋彩峰,蒋彩峰,8227268,桃源路,企业,私营股份有限（公司）,制造,第二产业,,63,63
1488,4311030105,冷水滩区梅湾街道翠竹园社区,永州市建设工程质量安全监督站,794715672,邓茂斌,,8366378,翠园商贸街69号,事业单位,国有全资,卫生社会保障公共设施管理,第三产业,,63,63
1322,4311030105,冷水滩区梅湾街道翠竹园社区,中国联合网络通信有限公司永州市分公司,730506791,陈元华,,8814007,翠竹园社区,企业,股份合作,交通运输仓储邮电通信,第三产业,,64,3
2118,431103200201,冷水滩区杨家桥街道狮子口社区,永州市冷水滩区丰穗粮油贸易有限公司,750630984,唐勇涛,唐勇涛,8440888,冷水滩区零陵南路328号,企业,私营股份有限（公司）,其他,第三产业,,64,64
2643,431103005004,冷水滩区梧桐梧桐,冷水滩区人大常委会机关工会委员会,00672734X,赵国平,赵国平,8219600,梧桐路579号,事业单位,国有全资,居民服务其它服务业,第三产业,其他,64,64
2668,431103005004,冷水滩区梧桐梧桐,永州市海湾酒店有限公司,053882625,何艳,何艳,8817888,梧桐路银竹家园旁,个体工商户,私营股份有限（公司）,住宿餐饮,第三产业,其他,65,65
1424,4311030101,冷水滩区梅湾街道三多亭社区,永州市东方国际商务酒店有限公司,055803855,周善林,,8741111,河东双舟路,企业,股份合作,住宿餐饮,第三产业,,65,2
2640,431103005004,冷水滩区梧桐梧桐,永州喜尔顿大酒店有限公司,691847146,齐再顺,齐再顺,2820666,梧桐路,个体工商户,个体经营,居民服务其它服务业,第三产业,其他,65,65
1547,4311030101,冷水滩区梅湾街道三多亭社区,永州市依塘食用菌有限责任公司,696202160,周治水,,8329015,湘永路,企业,股份合作,住宿餐饮,第三产业,,65,65
1223,4311032103,永州市凤凰工业村,名臣制衣厂,431103000005458,胡秋红,胡秋红,13973491897,河东梅湾(熙可路),企业,私营股份有限（公司）,制造,第三产业,其他,65,65
343,431103210101,永州市凤凰街道凤凰路,永州市江南财富商业实业有限公司,77006115X,杨 燕,杨 燕,8428887,珊瑚东路,企业,集体全资,其他,第三产业,其他,65,5
1068,4311030105,冷水滩区梅湾街道翠竹园社区,中国平安人寿保险股份有限公司永州中心支公司,743179742,刘典杜,,8327997,育才路,企业,股份合作,其他,第三产业,,66,66
1965,431103210401,永州市凤凰街道湖塘路社区,湖南恒惠农牧有限公司,799105558,唐礼德,唐礼德,8226135,桃源路,企业,私营股份有限（公司）,农林牧渔业,第一产业,,66,66
608,4311030106,冷水滩区梅湾街道梅湾路社区,中共永州市纪委,006728887,朱映红,,8358534,湘永路58号,机关,国有全资,公共管理社会组织,第三产业,,67,67
454,4311030204,冷水滩区菱角山街道文昌阁社区,湖南湘君面业有限公司,670752703,何日繁,何日繁,8468509,春江路,企业,私营股份有限（公司）,制造,第三产业,失业人员自主创业,67,5
1289,4311030106,冷水滩区梅湾街道梅湾路社区,永州市冷水滩区滨江小学,44779576X,杨玉春,王辉,8323609,湘江东路258号,事业单位,国有全资,教育,第三产业,,67,1
2757,4311031106,冷水滩区伊塘镇孟公山村,永州市冷水滩区瑞发柑桔种植专业合作社,RN4826977,曹绍军,,13887238682,孟公山村委会,企业,股份合作,农林牧渔业,第一产业,其他,67,67
603,4311030106,冷水滩区梅湾街道梅湾路社区,永州市政协,006578137,唐定,李勇,8358457,湘永路58号,机关,国有全资,公共管理社会组织,第三产业,,68,68
557,4311030106,冷水滩区梅湾街道梅湾路社区,永州市物价局,006578428,蔡建军,,8322244,双洲路,机关,国有全资,公共管理社会组织,第三产业,,68,68
1589,4311030101,冷水滩区梅湾街道三多亭社区,永州爱尔眼科医院有限公司,599449567,李力,,2873888,湘永路265号,企业,股份合作,居民服务其它服务业,第三产业,,68,68
2655,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区鑫东海鱼港餐饮有限公司,RN9045678,屈晓明,屈晓明,8334777,银象路108号,企业,股份合作,居民服务其它服务业,第三产业,其他,68,68
1395,4311030105,冷水滩区梅湾街道翠竹园社区,永州市潇湘管道燃气服务有限公司,574349447,周常,,13974461288,梅湾路,企业,股份合作,电力、煤气及水,第二产业,,69,2
1555,4311030101,冷水滩区梅湾街道三多亭社区,永州市冷水滩区众成商贸广告有限公司,673552889,陶玉华,,8331313,湘永路,企业,股份合作,文化体育娱乐,第三产业,,69,69
1546,4311030101,冷水滩区梅湾街道三多亭社区,永州朝辉商业住宅装饰工程有限公司,685012169,唐跃武,,15116568999,湘永路,企业,股份合作,其他,第三产业,,70,70
2721,431103030301,冷水滩区梧桐街道白竹路社区,永州市大众商贸有限公司,691849045,柏林,柏林,8467123,紫霞路,企业,私营股份有限（公司）,其他,第三产业,,70,70
2894,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市深达置业有限公司,734758590,唐鹏飞,唐鹏飞,7468213373,永州市冷水滩区珊瑚路名门世家,其他,股份合作,房地产,第三产业,其他,70,70
1945,431103210401,永州市凤凰街道湖塘路社区,永州市鹏迪源电子有限公司,768033117,杨德斌,杨德斌,8464906,桃源路,企业,私营股份有限（公司）,制造,第二产业,,70,70
2310,431103005004,冷水滩区梧桐梧桐,冷水滩区韩国格林玩具厂,RN9044093,周泽亚,周泽亚,,紫霞西路,个体工商户,个体经营,制造,第二产业,农民工返乡创业,70,70
1521,4311030105,冷水滩区梅湾街道翠竹园社区,永州市冷水滩区人民检察院,00659011X,章陵邵,,8366295,翠竹路,机关,国有全资,公共管理社会组织,第三产业,,71,71
913,4311032201,冷水滩区曲河街道曲河村委会,永州市高卫汽车销售服务有限公司,587035316,申伟,申伟,8663018,,企业,私营股份有限（公司）,批发零售,第三产业,其他,72,2
93,431103210101,永州市凤凰街道凤凰路,湖南省永州市包装公司,RN4850811,廖文祥,廖文祥,,月岩路,企业,集体全资,制造,第三产业,失业人员自主创业,72,72
209,431103210201,市内凤凰街道渡假村社区,永州市凤凰园经济开发区冷水滩高科技工业园管理委员会,763274421,周志成,周志成,8226981,凤凰路814号,个体工商户,股份合作,信息、计算机,第三产业,其他,74,74
2282,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区人民政府办公室,006590013,张文风,张文风,8219000,梧桐路579号,机关,国有全资,居民服务其它服务业,第三产业,其他,75,75
2265,4311030104,冷水滩区梅湾街道清桥路社区,湖南省新华书店有限责任公司永州市分公司,188321243,吴高强,,8331396,百业街,企业,股份合作,居民服务其它服务业,第三产业,,75,75
2337,431103005004,冷水滩区梧桐梧桐,冷水滩区建都超市凤凰园一店,557622018,曹建清,曹建清,8335367,梧桐路4号楼,个体工商户,私营股份有限（公司）,居民服务其它服务业,第三产业,其他,75,75
1818,4311030101,冷水滩区梅湾街道三多亭社区,永州市恒胜水电安装有限公司,698585476,艾增年,,15211666888,四达街1号,企业,股份合作,电力、煤气及水,第二产业,,75,75
2046,4311030101,冷水滩区梅湾街道三多亭社区,湖南省电力公司冷水滩供电局,188445756,宋跃辉,,8331233,建设路,其他,国有全资,电力、煤气及水,第二产业,,76,76
1559,4311030101,冷水滩区梅湾街道三多亭社区,永州市星源电力有限责任公司,799147918,邓汝千,,13607468236,湘永路,企业,股份合作,电力、煤气及水,第二产业,,76,76
1507,4311030105,冷水滩区梅湾街道翠竹园社区,永州市地方税务局,006587834,毛东庆,,8366002,梅湾118号路,机关,国有全资,公共管理社会组织,第三产业,,77,77
616,4311030106,冷水滩区梅湾街道梅湾路社区,深圳市鼎诚物业管理有限公司永州分公司,055807442,唐铁钢,潘丹云,8662768,皇家帝王广场3栋1单元1层东户,企业,其他,居民服务其它服务业,第三产业,,78,78
914,4311032201,冷水滩区曲河街道曲河村委会,永州育才科技职业学校,717032261,李永荣,李永荣,8372208,,,其他,批发零售,第三产业,其他,78,5
94,431103210101,永州市凤凰街道凤凰路,永州绿波环保产业有限公司,RN4850491,胡光日,胡光日,8215345,,企业,集体全资,其他,第三产业,失业人员自主创业,78,78
473,4311030204,冷水滩区菱角山街道文昌阁社区,永州市冷水滩区环境保护局,006579420,管新平,管新平,8413602,零陵北路,机关,,水利环境公共设施管理,第三产业,失业人员自主创业,79,0
445,4311030204,冷水滩区菱角山街道文昌阁社区,冷水滩区环境监测站,447800063,管新平,管新平,8413602,零陵北路,机关,国有全资,水利环境公共设施管理,第三产业,失业人员自主创业,79,0
1410,4311030101,冷水滩区梅湾街道三多亭社区,永州长河房地产开发有限公司,593260608,卢芳,,13107716009,湘永路,企业,股份合作,房地产,第二产业,,79,3
1947,431103210401,永州市凤凰街道湖塘路社区,中国共产党永州市委员会党校,447744356,文锦菊,文锦菊,8227616,凤凰路,机关,国有全资,教育,第三产业,,80,80
1228,4311032103,永州市凤凰工业村,坷峰服饰,557639610,陈为春,付登华,8446988,工业村1栋4楼,企业,私营股份有限（公司）,制造,第二产业,其他,80,80
925,4311030104,冷水滩区梅湾街道清桥路社区,永州市滨江友谊商贸有限公司,673568602,刘晓雄,,8366899,清桥路,企业,股份合作,批发零售,第三产业,,80,5
2716,431103030301,冷水滩区梧桐街道白竹路社区,永州凤凰妇产医院,687426154,黄艳生,黄艳生,2877009,新村,企业,股份合作,其他,第三产业,,80,80
683,4311032103,永州市凤凰工业村,建都超市凤凰园二分店,431103000011067,曹静钦,曹静钦,18974659935,凤凰路1222号,个体工商户,其他,批发零售,第三产业,其他,80,80
1821,4311030101,冷水滩区梅湾街道三多亭社区,永州市国土资源局,00657833X,黄海松,,8327376,湘永路,机关,国有全资,公共管理社会组织,第三产业,,80,80
2117,431103200201,冷水滩区杨家桥街道狮子口社区,建都超市潇湘国际花城店,RN4852817,李军,李军,18974659988,冷水滩区零陵南路430号,企业,私营股份有限（公司）,其他,第三产业,,80,80
1052,4311030105,冷水滩区梅湾街道翠竹园社区,湖南省永州水文水资源勘测局,444878615,唐顺亚,,8379000,育才路,事业单位,国有全资,水利环境公共设施管理,第三产业,,81,81
358,431103210401,永州市凤凰街道湖塘路社区,永州市新蓝天学校,RN9045512,叶菲,叶菲,8668498,凤凰路,企业,私营股份有限（公司）,教育,第三产业,,81,15
2417,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区民政局,006590056,唐杰晖,唐杰晖,8219219,梧桐路579号,事业单位,国有全资,居民服务其它服务业,第三产业,其他,82,82
1752,431103210401,永州市凤凰街道湖塘路社区,永州华利工贸有限责任公司,73999180,尹新利,尹新利,8226008,桃源路,企业,私营股份有限（公司）,农林牧渔业,第一产业,,83,83
1970,431103210401,永州市凤凰街道湖塘路社区,永州兴农粮食有限公司,774476352,李顺友,李顺友,8225117,桃源路,企业,私营股份有限（公司）,农林牧渔业,第一产业,,83,83
586,4311030106,冷水滩区梅湾街道梅湾路社区,永州市冷水滩区梅湾小学,RN4851486,朱黛琳,,8687616,梅湾路383号,事业单位,国有全资,教育,第三产业,,83,83
563,4311030106,冷水滩区梅湾街道梅湾路社区,永州市林业局,006578399,艾艳君,,8327912,双交巷,机关,国有全资,水利环境公共设施管理,第三产业,,84,84
1735,431103210401,永州市凤凰街道湖塘路社区,永州田源机械装备有限公司,70564987,秦锦国,秦锦国,8225288,凤凰路,企业,私营股份有限（公司）,制造,第二产业,,85,85
2518,431103008002,永州市工业园区古塘居委会,永州市鑫科房地产开发有限公司,580934423,顾许生,顾许生,15907491259,潇湘大道,企业,,批发零售,第三产业,失业人员自主创业,85,85
2114,431103200201,冷水滩区杨家桥街道狮子口社区,永州市万盛建筑有限公司,707423496,万满宝,万满宝,8441116,冷水滩区零陵南路350号,企业,私营股份有限（公司）,其他,第三产业,,85,85
587,4311030106,冷水滩区梅湾街道梅湾路社区,永州市康复医院,447744567,李国威,,8321949,梅湾路383号,事业单位,国有全资,卫生社会保障公共设施管理,第三产业,,86,86
1447,4311030101,冷水滩区梅湾街道三多亭社区,永州市瑞能水电开发有限公司,550703253,郭远志,,8334468,湘永路,企业,股份合作,其他,第三产业,,86,2
1959,431103210401,永州市凤凰街道湖塘路社区,永州恒康医药集团有限公司,768016384,赵亚辉,赵亚辉,8225665,桃源路,企业,私营股份有限（公司）,批发零售,第三产业,,86,86
1027,4311030105,冷水滩区梅湾街道翠竹园社区,永州市人力资源和社会劳动保障局,00657809X,唐树成,,8323972,翠竹路,机关,国有全资,居民服务其它服务业,第三产业,,87,87
395,431103020301,永州市菱角山活龙井,永州苏宁电器有限公司,66631580X,赵蓓,赵蓓,15575266533,零陵中路,企业,私营股份有限（公司）,批发零售,第三产业,其他,87,2
2561,431103112701,冷水滩区伊塘镇紫竹街居委会紫竹街居委会,冷水滩区伊塘镇政府,006727200,伍诗仁,,8681780,紫竹街居委会,其他,其他,其他,其它,其他,88,88
2933,4311031901,冷水滩区肖家园红旗路,永州市冷水滩区卫生局,006578671,唐勋忠,唐勋忠,8412363,潇湘西路,机关,国有全资,其他,第三产业,其他,89,89
4711,4311030931,永州市冷水滩区上岭桥镇龙塘,永州锦溁能源开发有限公司,5617131827,唐良荣,,18974672688,,企业,,,,,89,2
2394,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区财政局,006590187,李伶春,李伶春,8219905,梧桐路579号,事业单位,国有全资,居民服务其它服务业,第三产业,其他,90,90
1034,4311030105,冷水滩区梅湾街道翠竹园社区,永州市公路局,447745420,蒋仕民,,6369011,育才路,机关,国有全资,卫生社会保障公共设施管理,第三产业,,90,90
899,4311030838,冷水滩区黄阳司镇黄阳司居委会,永州市振兴矿业有限公司,685000651,刘建华,刘建华,13874362608,冷水滩区黄阳司镇黄阳司居委会,企业,私营股份有限（公司）,其他,第三产业,其他,90,0
401,431103020301,永州市菱角山活龙井,永州市渝洲物业管业有限公司,785371601,姚小玲,姚小玲,15007465288,凤凰路与北路交界处,企业,私营股份有限（公司）,批发零售,第三产业,其他,90,4
365,431103210401,永州市凤凰街道湖塘路社区,永州市泓文实验学校,RN9045483,王卫民,王卫民,8224024,湖塘东路162号,事业单位,国有全资,教育,第三产业,,90,10
1943,431103210401,永州市凤凰街道湖塘路社区,永州市超群钢结构有限公司,691815152,段美良,段美良,8628588,桃源路,机关,私营股份有限（公司）,制造,第二产业,,91,91
2121,431103200601,冷水滩区杨家桥街道宋家洲社区,永州盛湘电力开发有限公司,66859399-3,陈成林,唐海鸥,13874619627,杨家桥办事处宋家洲,企业,中外合资,电力、煤气及水,第二产业,,91,91
1446,4311030101,冷水滩区梅湾街道三多亭社区,永州海的电气设备有限公司,561726231,黄海辉,,8324576,湘永路,企业,股份合作,其他,第三产业,,93,3
1571,4311030101,冷水滩区梅湾街道三多亭社区,永州恒通电力(集团)有限责任公司,755813149,蒋宇,,8355244,湘永路,企业,股份合作,电力、煤气及水,第二产业,,93,93
583,4311030106,冷水滩区梅湾街道梅湾路社区,永州市人大常委会办公室,006578508,魏京萍,,8358461,湘永路市委,机关,国有全资,居民服务其它服务业,第三产业,,94,94
912,4311032201,冷水滩区曲河街道曲河村委会,永州市高翔汽车销售服务有限公司,678023732,申伟,申伟,8662800,,企业,私营股份有限（公司）,批发零售,第三产业,农民工返乡创业,94,3
1354,4311030105,冷水滩区梅湾街道翠竹园社区,中国平安财产保险股份有限公司永州中心支公司,888325341,孔新平,,8327452,育才路,企业,股份合作,其他,第三产业,,94,2
1056,4311030105,冷水滩区梅湾街道翠竹园社区,永州市农业局,006578372,周善生,,8369000,梅湾延伸路,机关,国有全资,公共管理社会组织,第三产业,,97,97
1511,4311030105,冷水滩区梅湾街道翠竹园社区,永州市住房公积金管理中心,447748250,彭剑,,18907468702,沿江东路218号,事业单位,国有全资,公共管理社会组织,第三产业,,98,98
1740,431103210401,永州市凤凰街道湖塘路社区,湖南省万通医药有限责任公司,554904626,陈军青,陈军青,8628752,桃源路,企业,私营股份有限（公司）,制造,第二产业,,98,98
2892,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市冷水滩滨湖大酒店有限公司,673562163,李宜文,李宜文,18974669209,永州市冷水滩区珊瑚路,个体工商户,私营股份有限（公司）,住宿餐饮,第三产业,其他,100,100
2713,431103030301,冷水滩区梧桐街道白竹路社区,永州市天福投资置业有限公司,687448169,苗冬姣,苗冬姣,8516888,车站路,企业,私营股份有限（公司）,金融,第三产业,,100,100
197,431103210201,市内凤凰街道渡假村社区,广州市诗诺服饰永州分公司,RN4854126,唐国华,唐国华,2377759,荷花路,个体工商户,私营股份有限（公司）,制造,第二产业,失业人员自主创业,100,100
2209,4311030104,冷水滩区梅湾街道清桥路社区,冷水滩区交通局,006579180,周莲香,,8337161,沿江东路,机关,国有全资,交通运输仓储邮电通信,第三产业,,101,101
2954,4311031901,冷水滩区肖家园红旗路,永州市永州大道开发建设有限责任公司,736798721,蒋彬,蒋彬,,零陵中路,个体工商户,,其他,第三产业,其他,101,101
2068,431103200201,冷水滩区杨家桥街道狮子口社区,湖南省零陵轻工业机械制造有限公司,788005818,唐英芝,唐英芝,8413513,冷水滩区轻机路79号,企业,私营股份有限（公司）,制造,第二产业,,101,101
2646,431103005004,冷水滩区梧桐梧桐,湖南省三杰电子有限公司,561716658,杨文斌,杨文斌,8667988,冷水滩区梧桐路15号,个体工商户,个体经营,居民服务其它服务业,第二产业,其他,102,102
359,431103210401,永州市凤凰街道湖塘路社区,永州市京剑实验学校,60137623,周春虎,周春虎,8225629,桃源路469号,企业,私营股份有限（公司）,教育,第三产业,,104,20
1941,431103210401,永州市凤凰街道湖塘路社区,湖南恒惠食品有限公司,796870764,陈平衡,陈平衡,13874639866,桃源路,企业,私营股份有限（公司）,批发零售,第三产业,,104,104
1515,4311030105,冷水滩区梅湾街道翠竹园社区,永州市工商行政管理局,006578997,张国政,,8326114,翠竹路10号,机关,国有全资,公共管理社会组织,第三产业,,105,105
3262,431103003004,永州市肖家园街道通化街,永州市冷水滩区园艺场,188443697,张育敏,,13187107599,通化街,企业,国有全资,农林牧渔业,第一产业,,105,105
397,431103020301,永州市菱角山活龙井,永州市香都大酒店有限公司,682847777,郑际敦,郑际敦,13974600247,文昌路,企业,私营股份有限（公司）,批发零售,第三产业,其他,105,4
866,4311030836,冷水滩区黄阳司镇同乐滩村,永州市冷水滩区响鼓亭煤矿,790346881,谭爱军,谭爱军,13574609795,冷水滩区黄阳司镇同乐滩村,企业,私营股份有限（公司）,采掘,第二产业,其他,105,0
2050,431103200201,冷水滩区杨家桥街道狮子口社区,湖南省永州市第十中学,447795380,伍小猛,伍小猛,13787602057,冷水滩区长安路218号,事业单位,其他,教育,第三产业,,106,106
2477,431103001001,永州市工业园区长冲居委会,永州市宏一房地产开发有限公司,563505707,周刚,周刚,15717469926,珊瑚路与传芳路交汇处,企业,,房地产,第三产业,农民工返乡创业,106,106
451,4311030204,冷水滩区菱角山街道文昌阁社区,湖南钰丹药业有限责任公司,790310635,唐仁义,唐仁义,8517222,面粉厂,企业,私营股份有限（公司）,批发零售,第三产业,失业人员自主创业,106,10
2481,431103007002,永州市工业园区长冲居委会,冷水滩区皮肤病防治所,447798039,唐德协,唐德协,13974601052,珍珠路298号,事业单位,其他,卫生社会保障公共设施管理,其它,其他,107,107
2494,431103007002,永州市工业园区长冲居委会,永州市冷水滩工业园区管理委员会,448804226,周顺治,周顺治,13107469895,珍珠路555号,事业单位,其他,国际组织,其它,其他,107,107
1406,4311030107,冷水滩区梅湾街道竹塘村委会,永州湘奥混凝土有限公司,796898441,蒋洪松,,8335898,永州大道熊家组,企业,股份合作,其他,第二产业,,107,5
1073,4311030105,冷水滩区梅湾街道翠竹园社区,中华联合财产保险股份有限公司永州中心支公司,782870675,罗仁坤,,8322375,翠竹路,企业,股份合作,其他,第三产业,,109,109
2087,431103200201,冷水滩区杨家桥街道狮子口社区,永州市金凤凰机床有限公司,584927482,胡光帅,胡光帅,8685688,冷水滩区轻机路79号,企业,私营股份有限（公司）,制造,第二产业,,110,110
1001,4311030105,冷水滩区梅湾街道翠竹园社区,永州市第十建筑工程有限责任公司,727973225,刘石山,,8323358,育才路,企业,股份合作,建筑,第二产业,,110,110
1448,4311030101,冷水滩区梅湾街道三多亭社区,永州市乐芙尔皮具有限公司,079185123,薛章龙,,8361245,湘永路,企业,股份合作,其他,第三产业,,112,2
3229,431103003004,永州市肖家园街道通化街,永州市皮肤病防治所,44779803-9,唐德协,钟于民,8413196,冷水滩区珍珠路409号,事业单位,其他,其他,第三产业,,115,115
1539,4311030101,冷水滩区梅湾街道三多亭社区,永州棕榈泉物业管理有限公司,557605074,吴佩林,,13874382633,百业街,企业,股份合作,居民服务其它服务业,第三产业,,117,117
